field_1,Join2,GISJOIN,County,Tract,CensusYEAR,STATEA,COUNTY_1,COUNTYA,TRACTA,Census_ID,Total_Resid,OnlyEnglis,Spanish,French,FrenchCreo,Italian,Portuguese,German,Yiddish,OtherWGerm,Scandinavi,Greek,Russian,Polish,SerboCroat,OtherSlavi,Armenian,Persian,Gujarati,Hindi,Urdu,OtherIndic,OtherIndoE,Chinese,Japanese,Korean,MonKhmer,Hmong,Thai,Laotian,Vietnamese,OtherAsian,Tagalog,OtherPacIs,Navajo,OtherAmerI,Hungarian,Arabic,Hebrew,African,OtherOther,P_English,P_Spanish,P_French,P_FrenchCr,P_Italian,P_Portugue,P_German,P_Yiddish,P_OtherWGe,P_Scandina,P_Greek,P_Russian,P_Polish,P_SerboCro,P_OtherSla,P_Armenian,P_Persian,P_Gujarati,P_Hindi,P_Urdu,P_OtherInd,P_OtherI_1,P_Chinese,P_Japanese,P_Korean,P_MonKhmer,P_Hmong,P_Thai,P_Laotian,P_Vietname,P_OtherAsi,P_Tagalog,P_OtherPac,P_Navajo,P_OtherAme,P_Hungaria,P_Arabic,P_Hebrew,P_African,P_OtherOth,LanguageCo
"261","36061013600",G3600610013600,"61","13600","2010","36",Manhattan,"61","13600","Census Tract 136, Manhattan","14449","11443","842","340","0","82","16","90","15","13","43","95","237","58","84","58","32","15","42","79","39","0","43","160","139","148","0","0","0","0","0","88","50","14","0","0","57","15","97","0","15",0.79,0.06,0.02,0,0.01,0,0.01,0,0,0,0.01,0.02,0,0.01,0,0,0,0,0.01,0,0,0,0.01,0.01,0.01,0,"0",0,0,0,0.01,0,0,"0",0,0,0,0.01,0,0,"4"
"262","36061012600",G3600610012600,"61","12600","2010","36",Manhattan,"61","12600","Census Tract 126, Manhattan","12319","10403","617","326","15","101","76","131","14","0","0","69","41","14","0","0","0","50","0","46","0","0","16","52","87","89","0","0","22","0","16","16","0","15","0","0","44","0","28","16","15",0.84,0.05,0.03,0,0.01,0.01,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"3"
"263","36061031900",G3600610031900,"61","31900","2010","36",Manhattan,"61","31900","Census Tract 319, Manhattan","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"0"
"264","36061014402",G3600610014402,"61","14402","2010","36",Manhattan,"61","14402","Census Tract 144.02, Manhattan","6454","5191","340","162","0","189","38","72","0","12","0","0","0","0","42","23","0","15","0","0","0","0","0","99","153","41","0","0","0","0","0","0","0","22","0","0","13","0","42","0","0",0.8,0.05,0.03,0,0.03,0.01,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.02,0.02,0.01,0,"0",0,0,0,0,0,0,"0",0,0,0,0.01,0,0,"6"
"265","36061003900",G3600610003900,"61","3900","2010","36",Manhattan,"61","3900","Census Tract 39, Manhattan","4305","3245","243","56","0","73","0","109","0","0","0","72","22","0","33","28","13","0","0","39","0","0","0","111","125","12","0","0","0","0","60","0","0","0","0","0","20","0","44","0","0",0.75,0.06,0.01,0,0.02,0,0.03,0,0,0,0.02,0.01,0,0.01,0.01,0,0,0,0.01,0,0,0,0.03,0.03,0,0,"0",0,0,0.01,0,0,0,"0",0,0,0,0.01,0,0,"7"
"266","36061001501",G3600610001501,"61","1501","2010","36",Manhattan,"61","1501","Census Tract 15.01, Manhattan","5010","2937","323","73","39","58","53","99","27","0","81","47","11","0","0","0","0","0","0","14","0","0","0","1070","0","0","0","0","0","0","24","0","123","0","0","0","0","0","0","31","0",0.59,0.06,0.01,0.01,0.01,0.01,0.02,0.01,0,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0.21,0,0,0,"0",0,0,0,0,0.02,0,"0",0,0,0,0,0.01,0,"6"
"267","36061004200",G3600610004200,"61","4200","2010","36",Manhattan,"61","4200","Census Tract 42, Manhattan","3442","2668","152","118","0","64","18","33","0","0","0","9","31","0","0","14","0","0","0","31","0","21","0","206","0","22","0","0","8","0","0","0","0","0","0","0","0","0","47","0","0",0.78,0.04,0.03,0,0.02,0.01,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0.01,0,0.06,0,0.01,0,"0",0,0,0,0,0,0,"0",0,0,0,0.01,0,0,"5"
"268","36061002201",G3600610002201,"61","2201","2010","36",Manhattan,"61","2201","Census Tract 22.01, Manhattan","6593","2531","2114","15","0","21","0","0","0","0","0","0","0","57","0","0","0","15","0","0","16","0","0","1274","0","61","0","0","0","0","122","139","99","15","0","0","0","29","15","70","0",0.38,0.32,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.19,0,0.01,0,"0",0,0,0.02,0.02,0.02,0,"0",0,0,0,0,0.01,0,"6"
"269","36061014802",G3600610014802,"61","14802","2010","36",Manhattan,"61","14802","Census Tract 148.02, Manhattan","6115","4637","371","120","0","43","34","87","0","13","19","145","46","11","12","0","0","152","0","0","0","11","0","130","38","38","0","0","32","0","0","0","31","0","0","0","42","15","88","0","0",0.76,0.06,0.02,0,0.01,0.01,0.01,0,0,0,0.02,0.01,0,0,0,0,0.02,0,0,0,0,0,0.02,0.01,0.01,0,"0",0.01,0,0,0,0.01,0,"0",0,0.01,0,0.01,0,0,"6"
"270","36061008400",G3600610008400,"61","8400","2010","36",Manhattan,"61","8400","Census Tract 84, Manhattan","1317","591","74","55","0","38","0","0","0","0","0","0","9","0","0","7","0","0","0","83","57","0","0","42","71","259","0","0","0","0","0","18","0","0","0","0","0","0","13","0","0",0.45,0.06,0.04,0,0.03,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0.06,0.04,0,0,0.03,0.05,0.2,0,"0",0,0,0,0.01,0,0,"0",0,0,0,0.01,0,0,"9"
"271","36061002000",G3600610002000,"61","2000","2010","36",Manhattan,"61","2000","Census Tract 20, Manhattan","4780","1339","2612","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","96","180","0","553","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.28,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.04,0,0.12,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"5"
"272","36061001001",G3600610001001,"61","1001","2010","36",Manhattan,"61","1001","Census Tract 10.01, Manhattan","1817","1235","131","0","0","12","0","34","91","0","0","0","11","0","24","0","0","0","0","0","0","0","0","36","0","0","0","0","0","0","0","0","0","0","0","0","0","0","243","0","0",0.68,0.07,0,0,0.01,0,0.02,0.05,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0.13,0,0,"6"
"273","36061004300",G3600610004300,"61","4300","2010","36",Manhattan,"61","4300","Census Tract 43, Manhattan","4512","2779","401","293","0","27","0","23","0","0","19","0","51","0","44","0","0","13","0","19","0","0","0","771","0","0","0","0","61","0","0","0","0","0","0","0","0","0","11","0","0",0.62,0.09,0.06,0,0.01,0,0.01,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0.17,0,0,0,"0",0.01,0,0,0,0,0,"0",0,0,0,0,0,0,"4"
"274","36061008100",G3600610008100,"61","8100","2010","36",Manhattan,"61","8100","Census Tract 81, Manhattan","7503","5010","844","559","0","81","113","39","0","16","0","22","50","0","0","0","0","15","0","88","0","0","16","125","116","15","0","0","0","0","0","0","173","0","0","0","0","11","70","0","140",0.67,0.11,0.07,0,0.01,0.02,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0.02,0.02,0,0,"0",0,0,0,0,0.02,0,"0",0,0,0,0.01,0,0.02,"8"
"275","36061005502",G3600610005502,"61","5502","2010","36",Manhattan,"61","5502","Census Tract 55.02, Manhattan","1827","1374","33","83","0","58","20","9","0","12","0","0","20","0","23","0","0","0","22","0","0","0","0","96","66","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",0.75,0.02,0.05,0,0.03,0.01,0,0,0.01,0,0,0.01,0,0.01,0,0,0,0.01,0,0,0,0,0.05,0.04,0.01,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"6"
"276","36061010300",G3600610010300,"61","10300","2010","36",Manhattan,"61","10300","Census Tract 103, Manhattan","1989","1446","147","57","0","0","22","7","0","24","0","26","0","0","8","48","0","0","0","51","0","18","0","90","19","16","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0",0.73,0.07,0.03,0,0,0.01,0,0,0.01,0,0.01,0,0,0,0.02,0,0,0,0.03,0,0.01,0,0.05,0.01,0.01,0,"0",0,0,0,0.01,0,0,"0",0,0,0,0,0,0,"6"
"277","36061010000",G3600610010000,"61","10000","2010","36",Manhattan,"61","10000","Census Tract 100, Manhattan","1723","1120","94","32","0","0","24","18","0","0","0","31","0","0","0","0","0","0","0","0","0","93","16","114","66","34","0","0","0","0","0","48","7","0","0","0","0","0","0","26","0",0.65,0.05,0.02,0,0,0.01,0.01,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0.05,0.01,0.07,0.04,0.02,0,"0",0,0,0,0.03,0,0,"0",0,0,0,0,0.02,0,"10"
"278","36061011100",G3600610011100,"61","11100","2010","36",Manhattan,"61","11100","Census Tract 111, Manhattan","2859","1891","249","64","0","44","32","73","0","0","0","0","11","70","0","0","0","0","0","21","0","0","0","176","41","40","0","0","0","0","56","0","15","0","0","0","0","0","40","0","36",0.66,0.09,0.02,0,0.02,0.01,0.03,0,0,0,0,0,0.02,0,0,0,0,0,0.01,0,0,0,0.06,0.01,0.01,0,"0",0,0,0.02,0,0.01,0,"0",0,0,0,0.01,0,0.01,"8"
"279","36061022800",G3600610022800,"61","22800","2010","36",Manhattan,"61","22800","Census Tract 228, Manhattan","5197","3570","1009","245","45","0","0","0","0","0","63","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","265","0",0.69,0.19,0.05,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0.05,0,"4"
"280","36061006500",G3600610006500,"61","6500","2010","36",Manhattan,"61","6500","Census Tract 65, Manhattan","7592","5939","444","290","0","141","44","72","29","0","0","0","156","0","0","0","15","46","0","0","0","0","0","60","86","132","0","0","0","0","0","106","0","0","0","0","0","0","0","32","0",0.78,0.06,0.04,0,0.02,0.01,0.01,0,0,0,0,0.02,0,0,0,0,0.01,0,0,0,0,0,0.01,0.01,0.02,0,"0",0,0,0,0.01,0,0,"0",0,0,0,0,0,0,"6"
"281","36061001600",G3600610001600,"61","1600","2010","36",Manhattan,"61","1600","Census Tract 16, Manhattan","7841","1418","188","59","0","0","20","0","0","0","15","0","0","0","19","0","0","0","0","0","107","0","0","5914","52","0","0","0","0","0","0","0","0","35","0","0","0","14","0","0","0",0.18,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.75,0.01,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"3"
"282","36061009300",G3600610009300,"61","9300","2010","36",Manhattan,"61","9300","Census Tract 93, Manhattan","9120","6810","1276","109","0","29","0","13","59","43","17","191","0","29","16","16","0","0","32","19","0","0","0","340","46","16","0","0","0","0","0","0","0","0","0","0","0","0","59","0","0",0.75,0.14,0.01,0,0,0,0,0.01,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.04,0.01,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0.01,0,0,"4"
"283","36061003800",G3600610003800,"61","3800","2010","36",Manhattan,"61","3800","Census Tract 38, Manhattan","8296","5732","617","142","0","14","16","88","0","0","28","0","0","105","41","372","0","0","0","87","17","86","10","369","212","33","0","0","30","0","76","103","0","0","0","0","0","15","30","73","0",0.69,0.07,0.02,0,0,0,0.01,0,0,0,0,0,0.01,0,0.04,0,0,0,0.01,0,0.01,0,0.04,0.03,0,0,"0",0,0,0.01,0.01,0,0,"0",0,0,0,0,0.01,0,"6"
"284","36061005000",G3600610005000,"61","5000","2010","36",Manhattan,"61","5000","Census Tract 50, Manhattan","5551","4493","105","139","0","64","15","45","0","14","0","32","36","0","0","0","29","0","0","26","0","0","14","297","98","135","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0",0.81,0.02,0.03,0,0.01,0,0.01,0,0,0,0.01,0.01,0,0,0,0.01,0,0,0,0,0,0,0.05,0.02,0.02,0,"0",0,0,0,0,0,0,"0",0,0,0,0,0,0,"6"
"285","36061006400",G3600610006400,"61","6400","2010","36",Manhattan,"61","6400","Census Tract 64, Manhattan","7523","5746","618","196","18","74","38","59","27","0","12","26","130","50","56","0","0","0","0","61","33","0","0","109","61","34","0","0","0","0","30","0","132","0","0","0","0","13","0","0","0",0.76,0.08,0.03,0,0.01,0.01,0.01,0,0,0,0,0.02,0.01,0.01,0,0,0,0,0.01,0,0,0,0.01,0.01,0,0,"0",0,0,0,0,0.02,0,"0",0,0,0,0,0,0,"5"
"286","36061008300",G3600610008300,"61","8300","2010","36",Manhattan,"61","8300","Census Tract 83, Manhattan","3477","1873","825","0","0","0","0","5","0","20","0","47","38","101","0","0","0","0","0","0","0","0","0","413","12","76","0","0","0","0","0","6","0","0","0","0","0","48","13","0","0",0.54,0.24,0,0,0,0,0,0,0.01,0,0.01,0.01,0.03,0,0,0,0,0,0,0,0,0,0.12,0,0.02,0,"0",0,0,0,0,0,0,"0",0,0,0.01,0,0,0,"5"
"287","36061007900",G3600610007900,"61","7900","2010","36",Manhattan,"61","7900","Census Tract 79, Manhattan","4343","3517","130","79","0","84","0","68","17","0","22","0","61","0","10","0","0","0","0","0","0","0","0","19","43","47","0","0","0","0","0","20","0","0","0","0","0","18","208","0","0",0.81,0.03,0.02,0,0.02,0,0.02,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,"0",0,0,0,0,0,0,"0",0,0,0,0.05,0,0,"6"
"288","36061022000",G3600610022000,"61","22000","2010","36",Manhattan,"61","22000","Census Tract 220, Manhattan","5344","4135","668","135","187","13","0","0","24","0","0","0","26","0","0","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","140","0","0","0","0","0","0","0","0",0.77,0.13,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0.03,0,"0",0,0,0,0,0,0,"5"
"289","36061004500",G3600610004500,"61","4500","2010","36",Manhattan,"61","4500","Census Tract 45, Manhattan","1209","650","198","7","0","0","16","6","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","70","155","83","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0",0.54,0.16,0.01,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.06,0.13,0.07,0,"0",0,0,0,0,0,0,"0",0,0,0,0.01,0,0,"5"
"290","36061027900",G3600610027900,"61","27900","2010","36",Manhattan,"61","27900","Census Tract 279, Manhattan","10481","1801","7823","81","0","0","46","30","0","0","0","92","508","0","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","64","0","0",0.17,0.75,0.01,0,0,0,0,0,0,0,0.01,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,0,0,0,0,0,"0",0,0,0,0.01,0,0,"3"
